,SMILES,MIC,METAB,MO24,DP24,SM24,NC24,MORT,YSE,AXIS,EYE,SNOU,JAW,OTIC,PE,BRAI,SOMI,PFIN,CFIN,PIG,CIRC,TRUN,SWIM,NC,TR,MOV21,AUC21,LEL_MORT,LEL_YSE,LEL_AXIS,LEL_EYE,LEL_SNOU,LEL_JAW,LEL_OTIC,LEL_PE,LEL_BRAI,LEL_SOMI,LEL_PFIN,LEL_CFIN,LEL_PIG,LEL_CIRC,LEL_TRUN,LEL_SWIM,LEL_NC,LEL_TR,18_END_LEC,MOR_LEC,SUBLETH_17_END_LEC,TOX_SCO
2672,CCNC1=NC(=NC(=N1)N(C#N)C(C)C(=O)N(C)C)NC(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,CCNC1=NC(=NC(=N1)OC(C)C(=O)OCC)OC2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,CCNCC1=CC2=C(C=CC(=C2)C)NC1=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,CCO/C(=N/N1C2=C(C3=NC4=CC=CC=C4N=C31)C(=O)N(C(=N2)C)CC5=CC=CC=C5Cl)/C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,CCOC(=O)/C(=C/1\N(C(=O)/C(=C/C(=O)OC)/S1)C2=CC=CC=C2)/C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,CCOC(=O)/C(=C/1\N(C(=O)C(S1)CCO)C2=CC=CC=C2)/C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,CCOC(=O)/C(=C\1/C(=NC2=CC=CC=C2N1)N(CC(C)C)CC(C)C)/C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,CCOC(=O)/C=C\1/C(=O)N(/C(=C(/C#N)\C(=O)OCC)/S1)C2=CC=CC=C2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,CCOC(=O)/C=C\1/N(C(=O)CS1)CC2=NN=C(O2)C3=CC=CC=C3Br,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,CCOC(=O)C(C#N)C(CC1=CC=CC=C1)C2=CC=CO2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,CCOC(=O)C(C(=O)C)OC(=O)C1=C(N(C(=S)S1)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,CCOC(=O)C(C(=O)C)OC1=NNC(=O)C=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,CCOC(=O)C(C(=O)OCC)(NC=O)NC(C)(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,CCOC(=O)C(C(=O)OCC)N(C#N)C1=NC(=NC(=N1)N(C)C)SC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,CCOC(=O)C(C(F)(F)F)(NC1=C(C2=C(S1)CCCC2)C(=O)N)NC(=O)OCC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,CCOC(=O)C(C)C1=NC2=CC=CC=C2NC1=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,CCOC(=O)C(C)OC1=C(C2=C(C=C1)C(=CC(=O)O2)C)C(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,CCOC(=O)C(C)OC1=NC(=NC(=N1)OC2=CC=CC=C2)N(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,CCOC(=O)C(C)SC1=C(C=CC(=N1)C2=CC=CS2)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,CCOC(=O)C(C1=CC=CC=C1)N2CCN(CC2)C3=CC=C(C=C3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,CCOC(=O)C(C1C(=O)CC(CC1=O)(C)C)(C(F)(F)F)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,CCOC(=O)C(CC(=O)O)N1CCCCC1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,CCOC(=O)C1(C(CC(N1C(=O)C)O)C2=CC=CC=C2)C(=O)OCC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,CCOC(=O)C1(CC(=O)OC1)C2=NC(=CS2)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,CCOC(=O)C1=C(C(=NN1C2=CC=CC=C2C(=O)OC)C#N)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,CCOC(=O)C1=C(C(=O)C2=C(O1)C=C(C=C2)OCC(=O)N)C3=CC(=C(C=C3)OC)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,CCOC(=O)C1=C(C(=O)C2=C(O1)C=C(C=C2C)O)C3=CSC=N3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,CCOC(=O)C1=C(C(C(=C(O1)N)C#N)C2=CN=CC=C2)C(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CCN3CCN(CC3)C(=O)OCC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Br)NC(=O)CNC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)C)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)C)NC(=O)CN3CCCCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)F)NC(=O)CCN3CCSCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCC(CC3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCC4=CC=CC=C4C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCCC(C3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCN(CC3)CC4=CC=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CN3CCN(CC3)C4=CC=CC=N4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,CCOC(=O)C1=C(C2=CC(=C(C=C2N1)OC)OC)NC(=O)C(C)N3CCN(CC3)CC4=CC=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CC(CC(C4)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC(CC4)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5(CC4)OCCO5,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCC5=CC=CC=C5C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,CCOC(=O)C1=C(C2=CC3=C(C=C2N1)OCO3)NC(=O)CN4CCCCC4C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,CCOC(=O)C1=C(C2=CC=CC=C2CC1C(C)C)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,CCOC(=O)C1=C(C2=CC=CC=C2N1)NC(=O)CCN3CCN(CC3)C(=O)OCC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,CCOC(=O)C1=C(C2=CC=CC=C2N1)NC(=O)CN(C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,CCOC(=O)C1=C(C=C(N=C1C)C)C(C#N)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,CCOC(=O)C1=C(C=CC=C1OCC(=O)N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,CCOC(=O)C1=C(N(C(=C1)C)C2=CC(=C(C=C2)OC)OC)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,CCOC(=O)C1=C(N(C(=C1)C)CC2=C(C(=CC=C2)OC)OC)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,CCOC(=O)C1=C(N(C(=C1)C)CCC2=CN=CN2)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,CCOC(=O)C1=C(N(C(=S)C2=C1CCC2)C3=CC=CC=C3)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)O)CN3CCCCC3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)O)S(=O)(=O)C3=CC=CC=C3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)C3=CC=CS3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CCN3CCSCC3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCC4(CC3)OCCO4)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCCCC3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCN(CC3)CC4=CC=CC=C4)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,CCOC(=O)C1=C(N(C2=C1C(=C(C=C2)OC)NC(=O)CN3CCSCC3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC)Br)C)CN3CCN(CC3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC)Br)C)CN3CCN(CC3)CCO,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,CCOC(=O)C1=C(N2C(=C(C1C3=CC=CO3)C(=O)OC(C)C)S/C(=C\C4=CC=CO4)/C2=O)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,CCOC(=O)C1=C(N2C(=C(C1C3=CN=CC=C3)C(=O)OC)S/C(=C\C4=CN=CC=C4)/C2=O)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,CCOC(=O)C1=C(N2C(=CC=N2)N=N1)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,CCOC(=O)C1=C(N2C(=O)CSC2=C(C1)C(=O)OC)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,CCOC(=O)C1=C(N2CCS(=O)(=O)N=C2S1)C3=CC=CC=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,CCOC(=O)C1=C(N=C(C2=C1CCC2)SC)SC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,CCOC(=O)C1=C(N=C(N1)C(=O)OCC)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,CCOC(=O)C1=C(N=C(S1)N2C(=O)C=C(N2)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,CCOC(=O)C1=C(N=C(S1)NC(=O)CSC2=NN(C=N2)C3=CC=CC=C3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,CCOC(=O)C1=C(N=C2N(C1C3=CC(=C(C=C3)OC(=O)C)OC)C(=O)C(S2)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,CCOC(=O)C1=C(N=C2N(C1C3=CC(=CC=C3)F)C(=O)C(S2)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C(=O)OC)C(=O)C(S2)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,CCOC(=O)C1=C(NC(=C(C1C2=CC=CO2)C#N)SCC(=O)NC3=CC=CC=C3C)C4=CC=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,CCOC(=O)C1=C(NC(=C(C1C2=CC=CS2)C#N)SCC#C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,CCOC(=O)C1=C(NC(=C(C1C2=CC=CS2)C#N)SCC(=O)NC3=NC(=CS3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,CCOC(=O)C1=C(NC(=C1C)/C(=N/O)/C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,CCOC(=O)C1=C(NC(=O)C1CC(=O)NC2=CC=CC=C2)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,CCOC(=O)C1=C(NC(=O)NC1C2=CC3=C(C=C2)OCO3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,CCOC(=O)C1=C(NN=C1C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,CCOC(=O)C1=C(NSC1=S)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,CCOC(=O)C1=C(OC(=C(C12C3=CC=CC=C3NC2=O)C(=O)OCCOC)C)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,CCOC(=O)C1=C(OC(=C(C1C2=CC3=CC=CC=C3N=C2N4CCCCC4)C#N)N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,CCOC(=O)C1=C(OC(=C(C1C2=CC=CC=C2)C#N)N)CSC3=C(C=C4CCCC4=N3)C#N.CN(C)C=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,CCOC(=O)C1=C(OC(=C(C1C2=CC=CC=C2)C#N)N)CSC3=C(C=C4CN(CCC4=N3)C)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,CCOC(=O)C1=C(OC(=C(C1C2=CC=CS2)C#N)N)CSC3=C(C(=CC(=N3)C)C)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,CCOC(=O)C1=C(OC(=C(C1C2=CN=CC=C2)C#N)N)CSC3=C(C=CC(=N3)C4=CC=NC=C4)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,CCOC(=O)C1=C(OC(=C([C@]12C3=CC=CC=C3N(C2=O)CC(=O)N)C(=O)OCC)N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,CCOC(=O)C1=C(OC2=C(C13C4=CC=CC=C4N(C3=O)CC=C)C(=O)OC5=CC=CC=C52)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,CCOC(=O)C1=C(OC2=C1C=C(C=C2)NS(=O)(=O)C3=C4C=CC=C5C4=C(C=C3)NC5=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,CCOC(=O)C1=C(OC2=C1C=C(C=C2)OC)CN3CCCCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,CCOC(=O)C1=C(OC2=C1C=C(C=C2)OCC(=O)C(C)(C)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,CCOC(=O)C1=C(SC(=S)C2=C1CCC2)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,CCOC(=O)C1=C(SC2=C1CC(OC2)(C)C)NC(=O)CCN3CCOCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,CCOC(=O)C1=C(SC2=C1CC(OC2)(C)C)NC(=O)CN3CCOCC3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,CCOC(=O)C1=C(SC2=C1CCC3C2C(=O)N(C3=O)C4CCCCC4)N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,CCOC(=O)C1=C(SC=C1C2=CC=CS2)NC(=O)C3=CC=NC=C3,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,CCOC(=O)C1=C(SC=C1C2=CC=CS2)NC(=O)CCCC(=O)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,CCOC(=O)C1=C2CCCCCN2C3=C1C=C(C=C3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,CCOC(=O)C1=C2NC(=O)C3=CC=CC=C3N2N=C1,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,CCOC(=O)C1=CC2=C(C=C1)N=C(S2)NC(C(=O)OC)(C(F)(F)F)NC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCCCC3=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,CCOC(=O)C1=CC2=C(N1)C=CC(=C2)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CC4=CN=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CC=C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,CCOC(=O)C1=CC2=C(N=C3C(=CC=CN3C2=O)C)N(C1=N)CCC4=CC=CC=C4,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,CCOC(=O)C1=CC=C(C=C1)CC2C(=O)N/C(=C(/C#N)\C(=O)C)/S2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3NC2=O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,CCOC(=O)C1=CC=C(C=C1)N2C(=O)CC(C2=O)SC3=NN=C(S3)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,CCOC(=O)C1=CC=C(C=C1)N2CC(=C(C2=N)C3=NC4=CC=CC=C4C(=O)N3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)NC)CC=C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,CCOC(=O)C1=CC=C(C=C1)N=CC2=C(CC(CC2=O)C3=CC=CO3)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,CCOC(=O)C1=CC=C(C=C1)N=CC2=C(OC(=N2)C3=CC=CC=C3)OC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3N=N2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,CCOC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,CCOC(=O)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)CC3=CC(=CC=C3)F,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,CCOC(=O)C1=CC=C(C=C1)NCC(COC2=CC=CC=C2)O,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,CCOC(=O)C1=CC=C(O1)CNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,CCOC(=O)C1=CC=C(O1)CSC2=NC=NN2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,CCOC(=O)C1=CC=CC=C1NC2CC(=O)N(C2=O)C3=CC=CC=C3C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,CCOC(=O)C1=CC=CC=C1OCC2=C(C=CC(=C2)/C=N/N3C=NC=N3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,CCOC(=O)C1=CN=C(N=C1N)SC2CC(=O)N(C2=O)C3=CC(=CC=C3)OC,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,CCOC(=O)C1=CN=C(N=C1N2CC(OC(C2)C)C)N3C(=CC(=N3)C)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,CCOC(=O)C1=CN=C2C(=C3C(=CN2C1=O)CCO3)C#N,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,CCOC(=O)C1=NC2=CC=CC=C2C1=[N+]=[N-],,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,CCOC(=O)C1=NC2=NC(=C(C(=O)N2N1)Cl)C,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,CCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,,INACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
